headword,CEFR,lemma,pos,spanish
blog,B1,blog,NOUN,blog
blogger,B1,blogger,PROPN,blogger
blonde,A2,blonde,ADJ,rubio
blood,A2,blood,NOUN,sangre
bloodstream,B2,bloodstream,VERB,sangre
bloody,B2,bloody,ADJ,sangriento
bloody,B2,bloody,ADJ,sangriento
bloom,A2,bloom,VERB,floración
blooming,B2,bloom,VERB,floreciente
blossom,B2,blossom,NOUN,florecer
blow,A2,blow,VERB,explotar
blow,A1,blow,VERB,explotar
blue,A1,blue,ADJ,azul
blue,A1,blue,ADJ,azul
blur,B2,blur,NOUN,difuminar
blurt,B2,blurt,PROPN,decir bruscamente
blush,B1,blush,NOUN,rubor
blush,B2,blush,NOUN,rubor
board,A1,board,PROPN,junta
board,B1,board,PROPN,junta
board game,A2,board,NOUN,juego de mesa
boast,B1,boast,NOUN,alarde
boat,A1,boat,NOUN,bote
body,A1,body,NOUN,cuerpo
boil,A2,boil,VERB,hervir
boiled,A2,boil,VERB,hervido
boiling,B2,boil,VERB,hirviendo
bold,B1,bold,ADJ,atrevido
bold,B2,bold,ADJ,atrevido
boldly,B1,boldly,ADV,valientemente
bolt,B2,bolt,VERB,tornillo
bolt,B2,bolt,VERB,tornillo
bomb,B1,bomb,NOUN,bomba
bomb,B1,bomb,NOUN,bomba
bombard,B2,bombard,NOUN,bombardear
bomber,B2,bomber,NOUN,bombardeo
bombing,B2,bombing,NOUN,bombardeo
bond,B1,bond,NOUN,vínculo
bone,A1,bone,NOUN,hueso
bonus,A2,bonus,NOUN,prima
bony,B2,bony,PROPN,óseo
book,A1,book,PROPN,libro
book,B1,book,PROPN,libro
bookcase,A2,bookcase,NOUN,estantería
booking,B1,book,VERB,reserva
bookish,B2,bookish,NOUN,libresco
booklet,B2,booklet,NOUN,folleto
bookmark,B2,bookmark,PROPN,marcador
bookmark,B2,bookmark,PROPN,marcador
bookshelf,A2,bookshelf,PRON,estante para libros
bookshop,A2,bookshop,NOUN,librería
bookstore,A1,bookstore,NOUN,librería
boom,B1,boom,NOUN,auge
boost,B2,boost,VERB,aumentar
boost,B2,boost,VERB,aumentar
boot,B1,boot,NOUN,bota
booth,B2,booth,PROPN,puesto
border,B1,border,NOUN,borde
bore,B1,bore,NOUN,aburrir
bored,A2,bore,VERB,aburrido
boredom,B1,boredom,PROPN,aburrimiento
boring,A1,bore,VERB,aburrido
borrow,A1,borrow,VERB,pedir prestado
boss,A2,boss,NOUN,jefe
bossy,B2,bossy,ADJ,mandón
botany,B2,botany,NOUN,botánica
both,A1,both,PRON,ambos
both,A1,both,PRON,ambos
both,A1,both,PRON,ambos
bother,B1,bother,VERB,molestar
bother,A2,bother,VERB,molestar
bothered,B2,bother,VERB,molesto
bothersome,B2,bothersome,ADV,molesto
bottle,A1,bottle,NOUN,botella
bottle,B2,bottle,NOUN,botella
bottom,A1,bottom,NOUN,abajo
bounce,B2,bounce,NOUN,rebotar
bounce,B1,bounce,NOUN,rebotar
bound,B1,bind,VERB,atado
bourbon,B2,bourbon,NOUN,borbón
bow,B1,bow,VERB,arco
bow,B2,bow,VERB,arco
bowl,A1,bowl,PROPN,bol
bowl,B1,bowl,PROPN,bol
box,A1,box,PROPN,caja
boxer,B2,boxer,NOUN,bóxer
boxing,B1,box,VERB,boxeo
boy,A1,boy,NOUN,chico
boyfriend,A1,boyfriend,NOUN,novio
bra,A2,bra,NOUN,sostén
bracelet,B1,bracelet,NOUN,pulsera
bracket,B2,bracket,NOUN,soporte
brag,B2,brag,VERB,jactarse
brain,A1,brain,NOUN,cerebro
brainstorm,A2,brainstorm,NOUN,idea genial
brainstorming,B1,brainstorm,VERB,reunión creativa
brake,A2,brake,NOUN,freno
brake,B2,brake,NOUN,freno
branch,A2,branch,NOUN,rama
branch,B1,branch,NOUN,rama
brand,A2,brand,NOUN,marca
brand-new,B1,brand,NOUN,Para estrenar
brass,B1,brass,NOUN,latón
brave,A2,brave,ADJ,corajudo
bravely,B1,bravely,ADV,valientemente
bravery,B2,bravery,NOUN,valentía
bread,A1,bread,NOUN,pan
break,A2,break,VERB,romper
break,A1,break,VERB,romper
breakable,B2,breakable,ADJ,quebradizo
breakdown,B2,breakdown,PROPN,descomponer
breakfast,A1,breakfast,NOUN,desayuno
breakthrough,B1,breakthrough,NOUN,descubrimiento
breakup,B2,breakup,PROPN,ruptura
breast,B1,breast,NOUN,mama
breath,B1,breath,PROPN,aliento
breathe,A1,breathe,VERB,respirar
breathless,B1,breathless,NOUN,jadeante
breathtaking,B2,breathtake,VERB,asombroso
breed,B2,breed,NOUN,criar
breed,B1,breed,NOUN,criar
breeding,B1,breed,VERB,cría
breeze,A2,breeze,VERB,brisa
breezy,B2,breezy,VERB,ventoso
brewery,B2,brewery,NOUN,cervecería
brick,B1,brick,NOUN,ladrillo
bride,A2,bride,NOUN,novia
bridge,A1,bridge,PROPN,puente
brief,B1,brief,ADJ,breve
briefly,B1,briefly,ADV,brevemente
bright,A1,bright,ADJ,brillante
brightly,B1,brightly,ADV,brillantemente
brilliant,A2,brilliant,PROPN,brillante
brilliantly,B2,brilliantly,ADV,brillantemente
bring,A1,bring,VERB,traer
broad,B1,broad,ADJ,amplio
broadband,B2,broadband,PROPN,banda ancha
broadcast,B1,broadcast,PROPN,transmisión
broadcast,B2,broadcast,PROPN,transmisión
broadcaster,B2,broadcaster,PROPN,locutor
broaden,B2,broaden,VERB,ampliar
broadly,B2,broadly,ADV,en general
broccoli,B1,broccoli,NOUN,brócoli
brochure,B2,brochure,NOUN,folleto
broken,A1,break,VERB,roto
bronze,B1,bronze,NOUN,bronce
brother,A1,brother,NOUN,hermano
brotherhood,B1,brotherhood,PROPN,fraternidad
brother-in-law,B2,brother,NOUN,cuñado
brown,A1,brown,PROPN,marrón
brown,A2,brown,PROPN,marrón
browse,B2,browse,NOUN,navegar
browser,B2,browser,PROPN,navegador
bruise,B2,bruise,NOUN,moretón
brush,A1,brush,NOUN,cepillar
brush,A1,brush,NOUN,cepillar
bubble,B1,bubble,NOUN,burbuja
bucket,A1,bucket,NOUN,balde
bud,B2,bud,VERB,brote
buddy,B1,buddy,PROPN,compañero
budget,B2,budget,NOUN,presupuesto
budget,A2,budget,NOUN,presupuesto
bug,A2,bug,NOUN,bicho
build,A1,build,VERB,construir
builder,B1,builder,NOUN,constructor
building,A1,build,VERB,edificio
bulb,A2,bulb,PROPN,bulbo
bulimia,B2,bulimia,NOUN,bulimia
bull,B1,bull,NOUN,toro
bullet,B1,bullet,NOUN,bala
bulletin,B1,bulletin,PROPN,boletín
bully,B2,bully,PROPN,matón
bum,B2,bum,NOUN,culo
bump,B1,bump,NOUN,bulto
bumper,B2,bumper,NOUN,parachoques
bun,B2,bun,NOUN,bollo
bunch,B1,bunch,NOUN,racimo
burden,B1,burden,VERB,carga
burden,B2,burden,VERB,carga
burdensome,B2,burdensome,ADV,gravoso
bureau,B1,bureau,PROPN,oficina
bureaucracy,B2,bureaucracy,NOUN,burocracia
burger,A1,burger,NOUN,hamburguesa
burglar,B1,burglar,PROPN,ladrón
burglary,B2,burglary,NOUN,robo con fractura
burgle,B2,burgle,PROPN,robar con fractura
burial,B2,burial,NOUN,entierro
burn,A2,burn,VERB,quemar
burn,B1,burn,VERB,quemar
burning,B1,burn,VERB,incendio
burst,B1,burst,VERB,explosión
bury,A2,bury,VERB,enterrar
bus,A1,bus,NOUN,autobús
bus station,A2,bus,NOUN,estación de autobuses
bus stop,A2,bus,NOUN,parada de autobús
bush,A2,bush,PROPN,arbusto
business,A1,business,NOUN,negocio
businessman,A2,businessman,NOUN,hombre de negocios
businesswoman,A2,businesswoman,PROPN,mujer de negocios
bust,B1,bust,PROPN,busto
bustle,B2,bustle,NOUN,bullicio
bustling,B2,bustle,VERB,bullicioso
busy,A1,busy,ADJ,ocupado
but,A1,but,CCONJ,pero
but,B1,but,CCONJ,pero
butcher,B1,butcher,PROPN,carnicero
butcher,B2,butcher,PROPN,carnicero
butter,A1,butter,NOUN,manteca
butterfly,A1,butterfly,NOUN,mariposa
button,A1,button,PROPN,botón
buy,A1,buy,VERB,comprar
buyer,B1,buyer,NOUN,comprador
buzz,B2,buzz,PROPN,zumbido
buzz,B2,buzz,PROPN,zumbido
by,A1,by,ADP,por
bye,A1,bye,INTJ,adiós
cab,A2,cab,NOUN,taxi
cabbage,B1,cabbage,PROPN,repollo
cabin,B1,cabin,NOUN,cabina
cabinet,B2,cabinet,PROPN,gabinete
cable,B2,cable,NOUN,cable
cafe/café,A1,cafe,PROPN,cafetería/cafetería
cafeteria,A2,cafeteria,NOUN,cafetería
cage,B1,cage,NOUN,jaula
cake,A1,cake,NOUN,pastel
calculate,B1,calculate,VERB,calcular
calculation,B1,calculation,NOUN,cálculo
calculator,B1,calculator,NOUN,calculadora
calendar,A2,calendar,NOUN,calendario
calf,B1,calf,NOUN,becerro
call,A1,call,VERB,llamar
call,A2,call,VERB,llamar
caller,B1,caller,PROPN,llamador
calm,B1,calm,NOUN,calma
calmly,B2,calmly,ADV,tranquilamente
calmness,B1,calmness,NOUN,calma
camel,B1,camel,NOUN,camello
camera,A1,camera,NOUN,cámara
camp,A1,camp,NOUN,acampar
camp,A2,camp,NOUN,acampar
campaign,B2,campaign,NOUN,campaña
camping,A2,camping,NOUN,cámping
campsite,B1,campsite,VERB,cámping
campus,A2,campus,NOUN,campus
can,A1,can,AUX,poder
can,A2,can,AUX,poder
canal,B1,canal,PROPN,canal
cancel,B1,cancel,VERB,Cancelar
cancer,B1,cancer,NOUN,cáncer
candidate,B2,candidate,NOUN,candidato
candle,B1,candle,NOUN,vela
candy,A1,candy,NOUN,dulce
cane,B2,cane,PROPN,caña
canned,B1,can,VERB,enlatado
cannonball,B2,cannonball,NOUN,bala de cañón
canon,B2,canon,PROPN,canon
canteen,B1,canteen,NOUN,cantina
cap,A1,cap,NOUN,tapa
capability,B2,capability,NOUN,capacidad
capable,B1,capable,ADJ,capaz
capacity,B1,capacity,NOUN,capacidad
capital,A2,capital,NOUN,capital
capital letter,A2,capital,NOUN,mayúscula
capsule,B1,capsule,NOUN,cápsula
captain,A2,captain,NOUN,capitán
caption,B2,caption,NOUN,subtítulo
captive,B2,captive,ADJ,cautivo
capture,B1,capture,VERB,captura
capture,B1,capture,VERB,captura
car,A1,car,NOUN,auto
car park,A2,car,NOUN,aparcamiento
caravan,B2,caravan,PROPN,caravana
carbon,B2,carbon,NOUN,carbón
carbon dioxide,B2,carbon,NOUN,dióxido de carbono
carbon footprint,B2,carbon,NOUN,huella de carbono
carbon monoxide,B2,carbon,NOUN,monóxido de carbono
card,A1,card,NOUN,tarjeta
cardboard,B2,cardboard,PROPN,cartulina
cardigan,B2,cardigan,VERB,cárdigan
care,A1,care,VERB,cuidado
care,B1,care,VERB,cuidado
career,B1,career,NOUN,carrera
carefree,B2,carefree,NOUN,despreocupado
careful,A1,careful,ADJ,cuidadoso
carefully,A1,carefully,ADV,con cuidado
careless,B1,careless,ADJ,descuidado
carelessly,B1,carelessly,ADV,a la ligera
carelessness,B1,carelessness,NOUN,descuido
caring,B2,care,VERB,cariñoso
carnival,B2,carnival,NOUN,carnaval
carpet,B1,carpet,NOUN,alfombra
carpool,B2,carpool,PROPN,compartir coche
carriage,B1,carriage,NOUN,carro
carrot,A2,carrot,NOUN,zanahoria
carry,A1,carry,VERB,llevar
carton,B1,carton,PROPN,caja de cartón
cartoon,A1,cartoon,NOUN,dibujos animados
carve,B2,carve,NOUN,esculpir
cascade,B2,cascade,NOUN,cascada
case,A1,case,NOUN,caso
cash,A2,cash,NOUN,dinero
cashpoint,B1,cashpoint,NOUN,cajero automático
cassette,A2,cassette,PROPN,casete
cast,B2,cast,VERB,elenco
cast,B2,cast,VERB,elenco
castle,A2,castle,PROPN,castillo
casual,B1,casual,PROPN,casual
casually,B2,casually,ADV,por casualidad
cat,A1,cat,NOUN,gato
catalog/catalogue,B2,catalog,NOUN,catálogo/catálogo
catalyst,B2,catalyst,NOUN,catalizador
catastrophe,B2,catastrophe,NOUN,catástrofe
catastrophic,B2,catastrophic,PROPN,catastrófico
catch,A1,catch,VERB,atrapar
catch,A1,catch,VERB,atrapar
catchy,B2,catchy,PROPN,pegadizo
categorization/categorisation,B2,categorization,NOUN,categorización/categorización
categorize/categorise,B1,categorize,NOUN,categorizar/categorizar
category,B1,category,NOUN,categoría
catering,B2,cater,VERB,abastecimiento
cathedral,B2,cathedral,PROPN,catedral
cattle,B1,cattle,NOUN,ganado
cause,B2,cause,VERB,causa
cause,A2,cause,VERB,causa
caution,B1,caution,NOUN,precaución
cautious,B1,cautious,ADJ,precavido
cave,B1,cave,VERB,cueva
CD,A1,cd,NOUN,CD
CD player,A1,cd,NOUN,reproductor de CD
CD-ROM,B1,cd,NOUN,CD-ROM
cease,B2,cease,NOUN,cesar
ceiling,B2,ceiling,NOUN,techo
celebrate,A1,celebrate,VERB,celebrar
celebration,A1,celebration,NOUN,celebración
celebrity,B1,celebrity,NOUN,celebridad
cell,B1,cell,NOUN,celúla
cellar,B2,cellar,NOUN,bodega
cellist,B2,cellist,NOUN,violoncelista
cello,B2,cello,PROPN,violonchelo
cemetery,B2,cemetery,NOUN,cementerio
cent,A2,cent,NOUN,centavo
center/centre,A2,center,NOUN,centro/centro
centigrade,B2,centigrade,NOUN,centígrado
centimeter/centimetre,A2,centimeter,NOUN,centímetro/centímetro
central,B1,central,ADJ,central
central heating,B1,central,ADJ,calefacción central
century,A2,century,NOUN,siglo
cereal,A2,cereal,NOUN,cereal
ceremony,B1,ceremony,NOUN,ceremonia
certain,A2,certain,ADJ,cierto
certainly,A2,certainly,ADV,ciertamente
certainty,B1,certainty,PROPN,certeza
certificate,B2,certificate,NOUN,certificado
certification,B2,certification,NOUN,proceso de dar un título
certify,B2,certify,VERB,certificar
chain,A2,chain,NOUN,cadena
chair,A1,chair,NOUN,silla
chairman,A2,chairman,NOUN,presidente
challenge,A2,challenge,NOUN,desafío
challenge,B2,challenge,NOUN,desafío
challenging,B1,challenge,VERB,desafiante
champagne,A2,champagne,PROPN,champán
champion,B1,champion,NOUN,campeón
championship,A2,championship,NOUN,campeonato
chance,A2,chance,NOUN,oportunidad
chancellor,B2,chancellor,PROPN,canciller
change,A1,change,VERB,cambiar
change,A1,change,VERB,cambiar
channel,B1,channel,NOUN,canal
chaos,B1,chaos,NOUN,caos
chaotic,B2,chaotic,ADJ,caótico
chapter,A2,chapter,NOUN,capítulo
character,A1,character,NOUN,personaje
characteristic,B2,characteristic,ADJ,característica
characteristic,B1,characteristic,ADJ,característica
characterize/characterise,B1,characterize,VERB,caracterizar/caracterizar
charge,B1,charge,VERB,cargar
charge,B1,charge,VERB,cargar
chariot,B1,chariot,NOUN,carruaje
charity,B1,charity,NOUN,caridad
charm,B1,charm,NOUN,encanto
charming,B2,charming,ADJ,encantador
chart,A2,chart,PROPN,cuadro
chase,B1,chase,NOUN,perseguir
chase,B2,chase,NOUN,perseguir
chat,B1,chat,NOUN,charlar
chat,A2,chat,NOUN,charlar
chat show,B1,chat,PROPN,programa de chat
cheap,A2,cheap,ADJ,barato
cheat,B2,cheat,VERB,engañar
check,A1,check,VERB,controlar
check,A2,check,VERB,controlar
check-in counter/check-in,B1,check,VERB,mostrador de facturación/check-in
check-in desk/check-in,B1,check,VERB,mostrador de check-in/check-in
checkout,B1,checkout,NOUN,verificar
checkpoint,B2,checkpoint,NOUN,control
cheek,A2,cheek,VERB,mejilla
cheeky,B2,cheeky,ADJ,fresco
cheer,A2,cheer,NOUN,alegría
cheerful,B1,cheerful,ADJ,alegre
cheerfully,B2,cheerfully,ADV,alegremente
cheerfulness,B2,cheerfulness,NOUN,alegría
cheese,A1,cheese,PROPN,queso
chef,A2,chef,NOUN,cocinero
chemical,A2,chemical,PROPN,químico
chemical,B1,chemical,PROPN,químico
chemist,B1,chemist,NOUN,químico
chemistry,B1,chemistry,NOUN,química
chemotherapy,B2,chemotherapy,NOUN,quimioterapia
cheque,A2,cheque,NOUN,controlar
cherish,B1,cherish,PROPN,apreciar
cherished,B2,cherish,VERB,querido
cherry,B2,cherry,NOUN,cereza
chess,A2,chess,NOUN,ajedrez
chest,A2,chest,NOUN,pecho
chest of drawers,B1,chest,NOUN,cómoda
chew,B2,chew,VERB,masticar
chewing gum,B1,chew,VERB,goma de mascar
chicken,A1,chicken,NOUN,pollo
chief,B1,chief,NOUN,jefe
chief,B2,chief,NOUN,jefe
child,A1,child,NOUN,niño
childhood,A2,childhood,NOUN,infancia
childish,B2,childish,NOUN,infantil
chili/chilli,A2,chili,PROPN,chile/chile
chimney,B2,chimney,NOUN,tubo de lámpara
chimpanzee,A2,chimpanzee,PROPN,chimpancé
chin,A2,chin,PROPN,mentón
chip,B2,chip,NOUN,chip
chirp,A2,chirp,NOUN,chirrido
chocolate,A1,chocolate,NOUN,chocolate
choice,A2,choice,NOUN,elección
choir,B1,choir,PROPN,coro
choke,B1,choke,VERB,ahogo
choose,A1,choose,VERB,elegir
chop,B2,chop,VERB,cortar
Christian,B1,Christian,PROPN,cristiano
chronological,B1,chronological,PROPN,cronológico
chuckle,B1,chuckle,NOUN,risita
chunk,B2,chunk,PROPN,pedazo
church,A1,church,NOUN,iglesia
cigarette,A2,cigarette,PROPN,cigarrillo
cinema,A1,cinema,PROPN,cine
circle,A1,circle,PROPN,círculo
circle,B1,circle,PROPN,círculo
circuit,B2,circuit,NOUN,circuito
circuitry,B2,circuitry,NOUN,circuitos
circular,B1,circular,ADJ,circular
circumstance,B2,circumstance,NOUN,circunstancia
circus,B1,circus,NOUN,circo
citizen,A2,citizen,NOUN,ciudadano
citizenship,B1,citizenship,NOUN,ciudadanía
city,A1,city,NOUN,ciudad
citywide,B2,citywide,ADV,Toda la Ciudad
civil,B1,civil,ADJ,civil
civilization/civilisation,B1,civilization,NOUN,civilización/civilización
claim,B1,claim,VERB,afirmar
claim,A2,claim,VERB,afirmar
clam,B2,clam,VERB,almeja
clap,B2,clap,NOUN,aplaudir
clarify,B2,clarify,VERB,aclarar
class,A1,class,NOUN,clase
classic,A2,classic,NOUN,clásico
classic,B2,classic,NOUN,clásico
classical,B1,classical,ADJ,clásico
classical music,A2,classical,ADJ,música clásica
classification,B2,classification,NOUN,clasificación
classify,B1,classify,VERB,clasificar
classmate,A1,classmate,PROPN,compañero de clase
classroom,A1,classroom,NOUN,aula
clause,B2,clause,NOUN,cláusula
clean,A1,clean,ADJ,limpio
clean,A1,clean,ADJ,limpio
cleaner,A2,cleaner,ADV,limpiador
clear,A2,clear,ADV,claro
clear,B1,clear,ADV,claro
clearly,A2,clearly,ADV,claramente
clearness,B2,clearness,NOUN,claridad
clerical,B2,clerical,ADJ,clerical
clerk,A2,clerk,PROPN,oficinista
clever,A1,clever,ADJ,inteligente
click,B1,click,VERB,hacer clic
click,A2,click,VERB,hacer clic
client,B2,client,NOUN,cliente
cliff,B1,cliff,PROPN,acantilado
climate,B1,climate,NOUN,clima
climate change,B2,climate,NOUN,cambio climático
climb,A1,climb,VERB,trepar
climb,A2,climb,VERB,trepar
climber,B1,climber,VERB,trepador
climbing,A2,climb,VERB,escalada
clinic,B1,clinic,NOUN,clínica
clip,B1,clip,VERB,acortar
clock,A1,clock,NOUN,reloj
clog,B2,clog,VERB,obstruir
clone,A2,clone,VERB,clon
close,A1,close,ADV,cerca
close,A1,close,ADV,cerca
closed,A1,close,VERB,cerrado
closely,B1,closely,ADV,cercanamente
closure,B2,closure,NOUN,cierre
cloth,A1,cloth,PROPN,paño
clothes,A1,clothe,NOUN,ropa
clothing,B2,clothing,NOUN,ropa
cloud,A1,cloud,NOUN,nube
cloudy,A1,cloudy,ADJ,nublado
clown,A2,clown,VERB,payaso
club,A1,club,NOUN,club
clue,A2,clue,NOUN,clave
clumsy,B2,clumsy,ADJ,torpe
coach,A1,coach,NOUN,entrenador
coach,B2,coach,NOUN,entrenador
coaching,B2,coach,VERB,entrenamiento
coal,B1,coal,NOUN,carbón
coalition,B2,coalition,NOUN,coalición
coarse,B2,coarse,ADV,grueso
coast,A2,coast,PROPN,costa
coast,B1,coast,PROPN,costa
coastal,B1,coastal,ADJ,costero
coastline,B2,coastline,PROPN,línea costera
coat,A1,coat,NOUN,abrigo
cocktail,B2,cocktail,NOUN,cóctel
cocoa,B2,cocoa,NOUN,cacao
coconut,B2,coconut,PROPN,Coco
cod,B1,cod,NOUN,bacalao
code,A1,code,NOUN,código
coffee,A1,coffee,NOUN,café
coffin,B1,coffin,NOUN,ataúd
coherence,B2,coherence,NOUN,coherencia
coherent,B2,coherent,ADJ,coherente
coin,A2,coin,NOUN,acuñar
coincide,B2,coincide,NOUN,coincidir
coincidence,B2,coincidence,NOUN,coincidencia
coke,A1,coke,NOUN,coque
cola,A2,cola,PROPN,reajuste salarial
cold,A1,cold,ADJ,frío
cold,A1,cold,ADJ,frío
collapse,B1,collapse,VERB,colapsar
collapse,B2,collapse,VERB,colapsar
collar,B1,collar,NOUN,cuello
colleague,B2,colleague,NOUN,colega
collect,A1,collect,VERB,recolectar
collection,A1,collection,NOUN,recopilación
collector,B2,collector,NOUN,coleccionista
college,A1,college,NOUN,colega
collocation,B2,collocation,NOUN,colocación
colon,B2,colon,NOUN,colon
colonial,B2,colonial,PROPN,colonial
color/colour,A1,color,NOUN,color/color
color/colour,A1,color,NOUN,color/color
colorful/colourful,A2,colorful,ADJ,colorido/colorido
column,A2,column,NOUN,columna
columnist,B1,columnist,NOUN,columnista
coma,B2,coma,NOUN,coma
comb,A2,comb,PROPN,peine
comb,B2,comb,PROPN,peine
combination,B1,combination,NOUN,combinación
combine,B1,combine,VERB,combinar
come,A1,come,VERB,venir
comedian,B1,comedian,PROPN,cómico
comedy,B1,comedy,NOUN,comedia
comet,B1,comet,NOUN,cometa
comfort,B1,comfort,NOUN,comodidad
comfortable,A2,comfortable,ADJ,cómodo
comfortably,B2,comfortably,ADV,cómodamente
comic,A2,comic,ADJ,cómic
comic,A2,comic,ADJ,cómic
comma,B1,comma,PROPN,coma
command,B1,command,NOUN,dominio
commander,B2,commander,PROPN,comandante
commemorate,B2,commemorate,VERB,conmemorar
comment,B1,comment,NOUN,comentario
comment,B2,comment,NOUN,comentario
commerce,B2,commerce,NOUN,comercio
commercial,B1,commercial,ADJ,comercial
commercial,B2,commercial,ADJ,comercial
commission,B2,commission,PROPN,comisión
commit,B1,commit,VERB,comprometerse
commitment,A2,commitment,NOUN,compromiso
committee,A2,committee,NOUN,comité
common,A2,common,ADJ,común
common sense,B1,common,ADJ,sentido común
commonly,B1,commonly,ADV,comúnmente
commonwealth,B2,commonwealth,NOUN,mancomunidad
communicate,A2,communicate,VERB,comunicar
communication,A2,communication,NOUN,comunicación
communicative,B2,communicative,ADJ,comunicativo
community,B2,community,NOUN,comunidad
commute,B2,commute,NOUN,desplazarse
companion,B1,companion,NOUN,compañero
company,A2,company,NOUN,compañía
comparative,A2,comparative,ADJ,comparativo
compare,A2,compare,NOUN,comparar
comparison,B1,comparison,NOUN,comparación
compassion,B2,compassion,PROPN,compasión
compassionate,B2,compassionate,ADJ,compasivo
compatible,B2,compatible,ADJ,compatible
compensate,B2,compensate,VERB,compensar
compensation,B2,compensation,NOUN,compensación
compete,B1,compete,VERB,competir
competence,B2,competence,NOUN,competencia
competent,B2,competent,ADJ,competente
competition,A2,competition,NOUN,competencia
competitive,B1,competitive,ADJ,competitivo
competitor,B1,competitor,NOUN,competidor
compile,B2,compile,NOUN,compilar
complain,A2,complain,VERB,quejarse
complaint,A2,complaint,PROPN,queja
complement,B1,complement,NOUN,complementar
complete,A2,complete,ADJ,completo
complete,B1,complete,ADJ,completo
completely,B1,completely,ADV,completamente
completion,B2,completion,NOUN,terminación
complex,B1,complex,NOUN,complejo
complexion,B2,complexion,NOUN,tez
complexity,B2,complexity,NOUN,complejidad
complicate,B1,complicate,VERB,complicar
complicated,B1,complicated,ADJ,complicado
compliment,B1,compliment,NOUN,cumplido
component,B2,component,NOUN,componente
compose,B1,compose,VERB,componer
composer,A2,composer,PROPN,compositor
composition,B1,composition,NOUN,composición
compound,B1,compound,NOUN,compuesto
comprehension,B2,comprehension,NOUN,comprensión
comprehensive,B2,comprehensive,PROPN,integral
compress,B2,compress,VERB,comprimir
compression,B2,compression,NOUN,compresión
compromise,B1,compromise,NOUN,compromiso
compromise,B2,compromise,NOUN,compromiso
compulsory,B2,compulsory,ADJ,obligatorio
compute,B2,compute,PROPN,calcular
computer,A1,computer,NOUN,computadora
conceal,B2,conceal,NOUN,ocultar
concede,B2,concede,VERB,conceder
conceit,B2,conceit,PROPN,presunción
conceivable,B2,conceivable,ADJ,concebible
conceive,B2,conceive,VERB,concebir
concentrate,A2,concentrate,VERB,concentrarse
